Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
05/05/2020 16:42:02,UNIOESTE,,Doutorado,Ciências Exatas,1994, Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ),"Monitoria, Projeto de extensão",2014,2016,Universidade Federal do Tocantins - UFT,4,Não,1,1,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,82,05/11/1963,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",9,Outro Estado,B (carro),A pé,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",43,B se chama Bouba e A se chama Kiki.
05/05/2020 18:49:16,UNIOESTE,,Doutorado,Ciências Exatas,1994,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ),"Monitoria, Projeto de extensão",2014,2016,Universidade Federal do Tocantins - UFT,1,Não,1,1,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,82,05/11/1963,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",9,Outro País,B (carro),A pé,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",43,B se chama Bouba e A se chama Kiki.
06/05/2020 18:24:04,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2002,PUCPR,,2014,2015,UFPR,2,Não,0,15,Sim,SPSS,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,180,98,22/09/1980,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,2,Curitiba,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",48,A se chama Bouba e B se chama Kiki.
06/05/2020 20:16:24,UNILA,,Doutorado,Ciências Exatas,1997,PUCPR,"Iniciação científica, Projeto de extensão",1998,2001,PUCPR,41,Não,1,10,Sim,"R, Excel",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,170,63,02/10/1074,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,0,Interior do Paraná,B (carro),Carro/moto próprio,20,0,Cachorro,Teclado,"Facebook, Instagram",48,B se chama Bouba e A se chama Kiki.
08/05/2020 11:50:01,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Exatas,2019,UFPR,"Iniciação científica, Monitoria",,,,1,CNPQ,1,0,Sim,"Excel, sisvar",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,78,29/10/1994,Bolsista em tempo integral,Com os pais,3,Interior do Paraná,A e B (moto e carro),Transporte público,120,2,Coelho,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",56,B se chama Bouba e A se chama Kiki.
09/05/2020 19:46:11,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2013,UEPG,"Iniciação científica, Monitoria, Projeto de extensão",,,,1,Não,1,2,Sim,SPSS,Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,182,103,16/04/1990,Trabalho ocasional,Sozinho,1,Interior do Paraná,B (carro),Carro/moto próprio,90,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",43,B se chama Bouba e A se chama Kiki.
11/05/2020 15:54:00,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2019,UEPG,"Iniciação científica, Projeto de extensão",,,,3,CAPES,1,0,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Coordenação de curso,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,161,85,25/11/1997,Bolsista em tempo integral,Sozinho,1,Interior do Paraná,B (carro),Carro/moto próprio,40,0,Não possuo,Não toco nenhum instrumento,Instagram,40,B se chama Bouba e A se chama Kiki.
11/05/2020 19:19:18,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2015,UFPR,Iniciação científica,2016,2018,UFPR,1,CAPES,2,1,Sim,"Excel, Matlab",Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,190,102,07/03/1992,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Transporte público,90,10,Não possuo,Não toco nenhum instrumento,Nenhuma,50,B se chama Bouba e A se chama Kiki.
12/05/2020 17:29:08,UEPG,,Mestrado Profissional,Ciências Humanas,2018,UNC,,,,,0,Não,0,0,Não,,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,176,74,15/04/1993,Recebo dinheiro dos meus pais,"Pensão, quarto alugado ou algo similar",4,Outro País,Não,A pé,20,10,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Outras",42,B se chama Bouba e A se chama Kiki.
12/05/2020 18:32:35,UNIOESTE,,Mestrado Acadêmico,Ciências Humanas,1991,Unioeste,,,,,0,Não,0,0,Não,,Não sei ainda,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,176,99,19/01/1962,Aposentado,Sozinho,5,Interior do Paraná,B (carro),Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,"Facebook, Google+",45,A se chama Bouba e B se chama Kiki.
12/05/2020 18:51:16,UEPG,,Doutorado,Ciências Biológicas,2015,UEPG,,2015,2017,UEPG,23,CAPES,1,2,Sim,"Statistica, Excel, Action, Past",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pós graduação da UEPG,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,50,06/11/1987,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,3,Interior do Paraná,B (carro),Carro/moto próprio,30,0,Não possuo,"Violão, Guitarra, Teclado",Facebook,46,A se chama Bouba e B se chama Kiki.
12/05/2020 19:44:55,UEPG,,Doutorado,Ciências Biológicas,2017,UFPR,"Monitoria, Projeto de extensão",2018,2020,UEPG,0,Não,0,6,Não,,Certamente sim,10,Conseguir um emprego.,Programa de pós graduação UEPG,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,54,16/09/1993,autonomo ,Sozinho,1,Curitiba,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",54,B se chama Bouba e A se chama Kiki.
12/05/2020 20:45:34,UEPG,,Mestrado Acadêmico,Ciências Humanas,2016,ufrrj,PIBId,2018,,uepg,0,CAPES,0,0,Não,,Certamente sim,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,170,68,17/10/1988,Bolsista em tempo integral,Sozinho,0,Outro Estado,Não,Transporte público,40,8,Gato,Violão,"Facebook, Twitter, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
12/05/2020 21:19:07,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2007,UTFPR,Iniciação científica,2008,2010,UFPR,4,Não,1,3,Sim,"R, Minitab, SPSS, Excel, Matlab",Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Remota,Sim,Sim,Totalmente em escola pública,Ensino médio tradicional,Masculino,185,75,23/11/1986,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,A e B (moto e carro),Serviço fretado de van/ônibus,450,8,Gato,Violão,"Facebook, Linkedin",45,B se chama Bouba e A se chama Kiki.
12/05/2020 21:21:08,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2019,UEPG,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,CNPQ,1,0,Sim,Excel,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,157,49,14/03/1997,Bolsista em tempo integral,Com os pais,0,Outro País,A e B (moto e carro),Carro/moto próprio,15,5,Cachorro,Violão,"Facebook, Instagram, Linkedin, Outras",51,B se chama Bouba e A se chama Kiki.
12/05/2020 22:03:29,UEPG,,Mestrado Acadêmico,Ciências Humanas,2013,UPCH ,Ningún ,,,,3,Não,1,0,Sim,"SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,150,50,14/09/1991,"Não trabalho, sou estrangeira sem bolsa","Pensão, quarto alugado ou algo similar",0,Outro País,Não,A pé,20,1,Não possuo,Não toco nenhum instrumento,Instagram,45,B se chama Bouba e A se chama Kiki.
13/05/2020 06:49:42,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2005,CESVA,Monitoria,,,,0,Não,0,3,Não,,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,159,55,30/03/1980,autônoma,Sozinho,2,Outro Estado,B (carro),Carro/moto próprio,30,0,"Cachorro, Gato, Peixe",Não toco nenhum instrumento,Instagram,45,B se chama Bouba e A se chama Kiki.
13/05/2020 08:52:54,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2008,UEM,"Monitoria, Projeto de extensão",2017,2019,UFPR,4,Não,1,6,Sim,Statistica,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,162,55,26/03/1987,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,B (carro),Carro/moto próprio,60,0,Não possuo,Não toco nenhum instrumento,Nenhuma,42,A se chama Bouba e B se chama Kiki.
13/05/2020 09:51:07,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2013,universidade Positivo,,2017,2019,UFPR,0,CAPES,1,10,Sim,R,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,155,60,10/07/1982,Bolsista em tempo integral,Com outros familiares,7,Interior do Paraná,B (carro),Carro/moto próprio,40,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",49,B se chama Bouba e A se chama Kiki.
13/05/2020 12:03:46,UFPR,CT - Ciências da Terra,Mestrado Acadêmico,Ciências Biológicas,2018,UFPR,,,,,0,CAPES,4,4,Sim,"R, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,169,60,25/06/1994,Bolsista em tempo integral,Com amigos,2,Outro Estado,Não,Bicicleta,7,0,Não possuo,Não toco nenhum instrumento,Facebook,41,B se chama Bouba e A se chama Kiki.
13/05/2020 12:37:32,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2017,UFRPE,"Iniciação científica, Empresa Júnior",2018,2020,UFPR,6,CAPES,2,10,Sim,"R, Excel, Assistat",Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Sim,Totalmente em escola particular,Ensino médio tradicional,Feminino,154,63,18/06/1992,Bolsista em tempo integral,Com amigos,2,Outro Estado,Não,A pé,15,2,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",48,A se chama Bouba e B se chama Kiki.
13/05/2020 16:26:20,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Biológicas,2017,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,2022,UFPR,2,Não,1,0,Não,,Não sei ainda,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,167,98,30/07/1994,Trabalho por contrato,Com os pais,3,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,30,2,"Cachorro, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Google+, Instagram",46,B se chama Bouba e A se chama Kiki.
13/05/2020 16:47:11,UFPR,ED - Educação,Doutorado,Ciências Humanas,1989,UFPR,Iniciação científica,2008,2009,UFSC,2,Não,0,10,Sim,"SPSS, Excel",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,190,120,22/09/1968,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Curitiba,B (carro),Carro/moto próprio,20,3,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",39,B se chama Bouba e A se chama Kiki.
13/05/2020 21:53:55,UFPR,SA - Sociais Aplicadas,Mestrado Acadêmico,Ciências Humanas,2005,UFPR,,,,,0,Não,0,0,Não,,Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,155,62,04/04/1972,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,7,Interior do Paraná,B (carro),Carro/moto próprio,50,0,"Cachorro, Peixe",Não toco nenhum instrumento,"Facebook, Instagram",52,B se chama Bouba e A se chama Kiki.
13/05/2020 22:56:05,IFPR,SD - Saúde,Doutorado,Ciências Biológicas,2008,ESEEI,,2009,2011,UFPR,1,Não,1,1,Sim,"R, Statistica, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,70,18/09/1970,Servidor Público,Com o namorado(a)/noivo(a)/cônjuge,2,Outro Estado,A e B (moto e carro),Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,Facebook,50,A se chama Bouba e B se chama Kiki.
14/05/2020 01:24:41,IFRO,SA - Sociais Aplicadas,Doutorado,Ciências Exatas,2008,CEFET-ES,,2013,2015,UNIR,0,Não,1,1,Sim,"SPSS, Excel",Não sei ainda,10,Aumento salarial e oportunidades mais promissoras.,Coordenação PPGADM,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,175,100,10/06/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Outro Estado,A e B (moto e carro),Carro/moto próprio,20,0,Gato,Não toco nenhum instrumento,"Facebook, Instagram",38,B se chama Bouba e A se chama Kiki.
14/05/2020 12:59:19,UFPR,TC - Tecnologia,Mestrado Profissional,Ciências Exatas,2013,UFPR,Iniciação científica,,,,0,Não,1,3,Sim,"Minitab, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,163,73,09/07/1986,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Curitiba,B (carro),Carro/moto próprio,25,1,Cachorro,Não toco nenhum instrumento,Instagram,42,B se chama Bouba e A se chama Kiki.
14/05/2020 14:29:22,UFPR,SL - Litoral,Mestrado Acadêmico,Ciências Biológicas,2017,Universidade Positivo,Iniciação científica,,,UFPR,0,Não,1,0,Não,,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,175,60,16/02/1995,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,Não,Bicicleta,15,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
14/05/2020 15:43:41,UNIOESTE,,Professor,Ciências Biológicas,1994,UNIPAR,,2000,2002,UEM,40,Não,0,0,Não,,Certamente sim,10,Aplicas estatísticas em minhas pesquisas futuras.,Programa de Pós-graduação PPGCAS - UNIOESTE,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,165,59,20/04/1971,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,B (carro),Carro/moto próprio,10,0,Não possuo,Não toco nenhum instrumento,Facebook,53,B se chama Bouba e A se chama Kiki.
14/05/2020 17:26:36,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2019,PUCPR,"Iniciação científica, Projeto de extensão",,,UFPR,0,Não,1,0,Sim,"SPSS, Excel",Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,173,77,22/11/1996,Trabalho ocasional,Com os pais,1,Outro Estado,B (carro),Carro/moto próprio,10,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",48,B se chama Bouba e A se chama Kiki.
15/05/2020 13:10:42,IFRO,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2007,UNIR,,2011,2013,UNIR,3,Não,1,1,Sim,"SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,90,22/10/1982,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,2,Outro Estado,A e B (moto e carro),Táxi/Aplicativo,10,2,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",48,B se chama Bouba e A se chama Kiki.
15/05/2020 14:31:40,UNILA,ET - Exatas,Doutorado,Ciências Exatas,2011,UDC,,2015,2017,UEL,1,Não,1,6,Sim,Statistica,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,68,24/11/1988,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,30,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",50,A se chama Bouba e B se chama Kiki.
15/05/2020 15:12:16,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2006,UNIR,"Iniciação científica, Projeto de extensão",2008,2010,UNIR,5,Não,1,1,Sim,"SPSS, Excel",Não sei ainda,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,165,60,10/02/1982,Servidora pública -  Professora EBTT,Sozinho,2,Outro Estado,B (carro),Táxi/Aplicativo,0,0,Coelho,Violão,"Facebook, Instagram",52,B se chama Bouba e A se chama Kiki.
15/05/2020 22:26:43,UFPR,SA - Sociais Aplicadas,Mestrado Acadêmico,Ciências Exatas,2002,UFPR,,,,,0,Não,0,0,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Secretaria do programa,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,167,62,11/08/1979,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Curitiba,B (carro),Carro/moto próprio,30,2,"Cachorro, Pássaro",Violão,"Facebook, Twitter, Instagram, Linkedin",47,B se chama Bouba e A se chama Kiki.
16/05/2020 17:55:52,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2019,UDESC,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,CAPES,1,0,Sim,SAS,Certamente sim,9,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,69,10/04/1996,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",1,Outro Estado,A e B (moto e carro),A pé,20,10,"Cachorro, Gato, Outro","Piano, Flauta, Outro","Facebook, Google+, Instagram",38,B se chama Bouba e A se chama Kiki.
16/05/2020 20:40:39,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2017,UDESC,"Iniciação científica, Monitoria, Projeto de extensão",,,,2,CNPQ,1,0,Sim,SAS,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,163,56,20/01/1996,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,1,Outro Estado,B (carro),Carro/moto próprio,15,5,"Cachorro, Gato",Teclado,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
